Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Bangladesh,Price / Bangladesh,Compare At Price / Bangladesh,Included / International,Price / International,Compare At Price / International,Status
kate-hat-black,,,,,,,,,Black,,59/60,,,19419,0.0,shopify,1000000,deny,manual,298.00,,true,true,19419,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/product_2014_11_15_19419_b.jpg?v=1703784747,2,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
kate-hat-black,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014_11_17_Lana_Look22_01.jpg?v=1703784747,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
western-arkansas-button-up-grey-floral,Western Arkansas Button-Up in Grey Floral,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""http://babyandco.us/"" target=""_blank"">Baby &amp; Company</a></em></p><p><span data-sheets-value='[null,2,""Created from the vast experience of its 41 founding members this shirt delivers beautiful Italian tailoring and high quality fabrics and trims. A western style shirt gets a sweet touch with an all over floral motif. Two flap pockets at the chest and a classic western style yoke finishes the back 100% Cotton, Available in Dark Hash Floral and Blue Floral.""]' data-sheets-userformat=""[null,null,8961,[null,0],null,null,null,null,null,null,null,1,0,null,null,null,11]"">A Western style shirt gets a sweet touch with an all over floral motif. Two flap pockets at the chest and a classic western style yoke finishes the back. Aglini. Color Dark Hash Floral. 100% Cotton. Made in Italy. <em>Addis is wearing a 40.</em></span></p>
<p><span data-sheets-value='[null,2,""Created from the vast experience of its 41 founding members this shirt delivers beautiful Italian tailoring and high quality fabrics and trims. A western style shirt gets a sweet touch with an all over floral motif. Two flap pockets at the chest and a classic western style yoke finishes the back 100% Cotton, Available in Dark Hash Floral and Blue Floral.""]' data-sheets-userformat=""[null,null,8961,[null,0],null,null,null,null,null,null,null,1,0,null,null,null,11]""></span><em>Also available in <a href=""http://babyandco.us/products/western-arkansas-button-up-dark-hash-floral"">Dark Hash Floral</a> and <a href=""http://babyandco.us/products/western-arkansas-button-up-blue-floral"">Blue Floral</a>.</em></p>
<p><a href=""http://babyandco.us/collections/aglini""><em><span style=""text-decoration: underline;"">Shop our collection of Aglini.</span></em></a></p>",Aglini,,men's button-ups,"button-ups, F14, Man, Men's, tops, visible",true,COLOR,Grey Floral,SIZE,40,,,19412,0.0,shopify,0,deny,manual,108.00,,true,true,19412,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/1-26-15_Addis_Look_24_19412_1204.jpg?v=1703784741,1,"",false,,,,,adult,,,true,,,,,,,lb,,,true,,,true,,,active
western-arkansas-button-up-grey-floral,,,,,,,,,Grey Floral,,41,,,19413,0.0,shopify,1,deny,manual,108.00,,true,true,19413,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/1-26-15_Addis_Look_24_19412_1207.jpg?v=1703784741,2,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
western-arkansas-button-up-grey-floral,,,,,,,,,Grey Floral,,42,,,19414,0.0,shopify,1,deny,manual,108.00,,true,true,19414,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/1-26-15_Addis_Look_24_19412_1211.jpg?v=1703784741,3,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
western-arkansas-button-up-grey-floral,,,,,,,,,Grey Floral,,43,,,19415,0.0,shopify,2,deny,manual,108.00,,true,true,19415,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/1-26-15_Addis_Look_24_19412_1220.jpg?v=1703784741,4,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
western-arkansas-button-up-grey-floral,,,,,,,,,Grey Floral,,44,,,19416,0.0,shopify,1,deny,manual,108.00,,true,true,19416,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/1-26-15_Addis_Look_24_19412_1221.jpg?v=1703784741,5,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
second-skin-slip-nude,Second Skin Slip in Nude,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""http://babyandco.us/"" target=""_blank"">Baby &amp; Company</a></em></p><p>Hugging every curve this slip by Only Hearts features a scoop neck and thin adjustable straps. Color Nude. 67% Nylon, 33% Spandex. </p>
<p><em>Also available in <a href=""http://babyandco.us/products/second-skin-slip-black"">Black</a>.</em></p>
<meta charset=""utf-8"">
<p><em><a href=""http://babyandco.us/collections/only-hearts""><span style=""text-decoration: underline;""><em>Shop our collection of Only Hearts.</em></span></a></em></p>",Only Hearts,,Women's,"arrivals, AW15, cream, F14, Intimates, nude, Only Hearts, signature, slip, visible, Woman, Women's",true,COLOR,Nude,SIZE,Petite/Small,,,19383,0.0,shopify,2,deny,manual,88.00,,true,true,19383,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014-10-18_Lana_Look_01_01.jpg?v=1703784734,1,"",false,,,,,adult,,,true,,,,,,,lb,,,true,,,true,,,active
second-skin-slip-nude,,,,,,,,,Nude,,Medium/Large,,,19384,0.0,shopify,0,deny,manual,88.00,,true,true,19384,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014-10-18_Lana_Look_01_02.jpg?v=1703784734,2,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
second-skin-slip-nude,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014-10-18_Lana_Look_01_03.jpg?v=1703784734,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
second-skin-slip-nude,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014-10-18_Lana_Look_01_04.jpg?v=1703784734,4,"",,,,,,,,,,,,,,,,,,,,,,,,,
second-skin-slip-nude,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014-10-18_Lana_Look_01_05.jpg?v=1703784734,5,"",,,,,,,,,,,,,,,,,,,,,,,,,
camelia-reversible-jacket-black-red,Camelia Reversible Jacket in Black/Red,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""http://babyandco.us/"" target=""_blank"">Baby &amp; Company</a></em></p><p>Truly versatile jacket of woven, tweed exterior, and ideal down ratio interior. Ready for one's diverse life schedule, this jacket offers the comfort, practicality, and look of the working women. Color Black/Red. Exterior 95% Wool, 5% Nylon, Lining 100% Nylon, Fill 90% Down, 10% Feather. Made in Italy. <em>Lana is wearing an Italian 40.</em></p>
<p><em>Also available in <a href=""http://babyandco.us/products/camelia-reversible-jacket-navy-blue"">Navy/Blue</a></em></p>",Lardini,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,Women's,"black, jacket, lardini, outerwear, puffer, red, reversible, SALE, SALE30, SALE30_2, visible, woman, Women's, wool",true,COLOR,Black/Red,SIZE,Italian 40,,,19115,0.0,shopify,1000000,deny,manual,488.00,,true,true,19115,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014_09_27_Lana_Look_30_05.jpg?v=1703784726,1,"",false,,,apparel & accessories > clothing > outerwear > coats & jackets,female,adult,,,true,,,,,,,lb,,,true,,,true,,,active
camelia-reversible-jacket-black-red,,,,,,,,,Black/Red,,Italian 42,,,19116,0.0,shopify,1000000,deny,manual,488.00,,true,true,19116,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014_09_27_Lana_Look_29_04.jpg?v=1703784726,2,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
camelia-reversible-jacket-black-red,,,,,,,,,Black/Red,,Italian 44,,,19117,0.0,shopify,1000000,deny,manual,488.00,,true,true,19117,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014_09_27_Lana_Look_29_03.jpg?v=1703784726,3,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
camelia-reversible-jacket-black-red,,,,,,,,,Black/Red,,Italian 46,,,19118,0.0,shopify,1000000,deny,manual,488.00,,true,true,19118,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014_09_27_Lana_Look_29_08.jpg?v=1703784726,4,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
camelia-reversible-jacket-black-red,,,,,,,,,Black/Red,,Italian 48,,,19119,0.0,shopify,1000000,deny,manual,488.00,,true,true,19119,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014_09_27_Lana_Look_29_10.jpg?v=1703784726,5,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
camelia-reversible-jacket-black-red,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014_09_27_Lana_Look_29_11.jpg?v=1703784726,6,"",,,,,,,,,,,,,,,,,,,,,,,,,
camelia-reversible-jacket-black-red,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014_09_27_Lana_Look_30_01.jpg?v=1703784726,7,"",,,,,,,,,,,,,,,,,,,,,,,,,
camelia-reversible-jacket-black-red,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014_09_27_Lana_Look_30_04.jpg?v=1703784726,8,"",,,,,,,,,,,,,,,,,,,,,,,,,
camelia-reversible-jacket-black-red,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014_09_27_Lana_Look_30_06.jpg?v=1703784726,9,"",,,,,,,,,,,,,,,,,,,,,,,,,
camelia-reversible-jacket-navy-blue,Camelia Reversible Jacket in Navy/Blue,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""http://babyandco.us/"" target=""_blank"">Baby &amp; Company</a></em></p><p>Truly versatile jacket of woven, tweed exterior, and ideal down ratio interior. Ready for one's diverse life schedule, this jacket offers the comfort, practicality, and look of the working women. Color Navy/Blue. Exterior 95% Wool, 5% Nylon, Lining 100% Nylon, Fill 90% Down, 10% Feather. Made in Italy. <em>Lana is wearing an Italian 42.</em></p>
<p><em>Also available in <a href=""http://babyandco.us/products/camelia-reversible-jacket-black-red"">Black/Red</a>. </em></p>
<p> </p>",Lardini,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,Women's,"f14, jacket, Lardini, navy, outerwear, plaid, puffer, SALE, SALE30, SALE30_2, visible, woman, Women's",true,COLOR,Navy/Blue,SIZE,Italian 40,,,19110,0.0,shopify,1000000,deny,manual,488.00,,true,true,19110,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014_10_25_Lana_Look43_13.jpg?v=1703784712,1,"",false,,,apparel & accessories > clothing > outerwear > coats & jackets,female,adult,,,true,,,,,,,lb,,,true,,,true,,,active
camelia-reversible-jacket-navy-blue,,,,,,,,,Navy/Blue,,Italian 42,,,19111,0.0,shopify,1000000,deny,manual,488.00,,true,true,19111,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014_10_25_Lana_Look43_07.jpg?v=1703784712,2,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
camelia-reversible-jacket-navy-blue,,,,,,,,,Navy/Blue,,Italian 44,,,19112,0.0,shopify,1000000,deny,manual,488.00,,true,true,19112,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014_10_25_Lana_Look43_08.jpg?v=1703784713,3,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
camelia-reversible-jacket-navy-blue,,,,,,,,,Navy/Blue,,Italian 46,,,19113,0.0,shopify,1000000,deny,manual,488.00,,true,true,19113,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014_10_25_Lana_Look43_10.jpg?v=1703784713,4,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
camelia-reversible-jacket-navy-blue,,,,,,,,,Navy/Blue,,Italian 48,,,19114,0.0,shopify,1000000,deny,manual,488.00,,true,true,19114,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014_10_25_Lana_Look43_11.jpg?v=1703784713,5,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
camelia-reversible-jacket-navy-blue,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014_10_25_Lana_Look43_09.jpg?v=1703784713,6,"",,,,,,,,,,,,,,,,,,,,,,,,,
camelia-reversible-jacket-navy-blue,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014_10_25_Lana_Look43_12.jpg?v=1703784713,7,"",,,,,,,,,,,,,,,,,,,,,,,,,
quin-argyle-crew-brown,Quin Argyle Crew in Brown,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p>An architectural color blocking in a traditional argyle trouser sock. Hansel from Basel. Color Brown. 88% Cotton, 10% Nylon, 2% Spandex. <i>One Size. </i></p>",Hansel from Basel,,Women's Accessories,"accessories, argyle, arrivals, AW15, brown, crew, f14, gift guide, hansel from basel, quin, Signature, socks, woman, Women's Accessories, womens",true,COLOR,Brown,SIZE,One Size,,,20538,0.0,shopify,4,deny,manual,18.00,,true,true,16581,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/products_socks_16581_a.jpg?v=1703784702,1,"",false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
quin-argyle-crew-brown,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/products_socks_16581_b.jpg?v=1703784702,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
quin-argyle-crew-brown,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014_11_17_Lana_Look44_02.jpg?v=1703784702,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
linea-tight-capri,Linea Tight in Capri,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p>Super soft mid weight tights with two-toned topstitching extending down the span of the leg. Hansel from Basel. Color Capri. 50% Wool, 24% Acrylic. Made in Korea. </p>
<p><em>Also available in <a href=""http://babyandco.us/products/linea-tight-black"">Black</a>.</em></p>",Hansel from Basel,Apparel & Accessories > Clothing > Underwear & Socks > Hosiery,Women's Accessories,"Accessories, arrivals, AW15, brown, capri, F14, hansel from basel, Signature, socks, striped, taupe, tights, visible, Woman, Women's Accessories",true,COLOR,Capri,SIZE,S/M,,,16574,0.0,shopify,1000000,deny,manual,48.00,,true,true,16574,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/product_sock_hanselfrombasel_linea-tight_capri_0936.jpg?v=1703784697,1,"",false,,,apparel & accessories > clothing > underwear & socks > hosiery,female,adult,,,true,,,,,,,lb,,,true,,,true,,,active
linea-tight-capri,,,,,,,,,Capri,,M/L,,,16575,0.0,shopify,1000000,deny,manual,48.00,,true,true,16575,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014_11_17_Lana_Look44_08.jpg?v=1703784697,2,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
pau-shirt-in-white,Pau Shirt in White,"<meta charset=""utf-8"">
<style type=""text/css""><!--
&lt;!--
&amp;lt;!--
&amp;amp;lt;!--
&amp;amp;amp;lt;!--
&amp;amp;amp;amp;lt;!--
&amp;amp;amp;amp;amp;lt;!--
&amp;amp;amp;amp;amp;amp;lt;!--
&amp;amp;amp;amp;amp;amp;amp;lt;!--
&amp;amp;amp;amp;amp;amp;amp;amp;amp;lt;!--
&amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;lt;!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--&amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;gt;
--&amp;amp;amp;amp;amp;amp;amp;amp;amp;gt;
--&amp;amp;amp;amp;amp;amp;amp;gt;
--&amp;amp;amp;amp;amp;amp;gt;
--&amp;amp;amp;amp;amp;gt;
--&amp;amp;amp;amp;gt;
--&amp;amp;amp;gt;
--&amp;amp;gt;
--&amp;gt;
--&gt;
--></style>
<meta charset=""utf-8"">
<style type=""text/css""><!--
&lt;!--
&amp;lt;!--
&amp;amp;lt;!--
&amp;amp;amp;lt;!--
&amp;amp;amp;amp;lt;!--
&amp;amp;amp;amp;amp;lt;!--
&amp;amp;amp;amp;amp;amp;lt;!--
&amp;amp;amp;amp;amp;amp;amp;lt;!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--&amp;amp;amp;amp;amp;amp;amp;gt;
--&amp;amp;amp;amp;amp;amp;gt;
--&amp;amp;amp;amp;amp;gt;
--&amp;amp;amp;amp;gt;
--&amp;amp;amp;gt;
--&amp;amp;gt;
--&amp;gt;
--&gt;
--></style>
<p><span data-sheets-value='[null,2,""A crisp and clean white button-up with pointed collar. A slim navy cotton tie is attached smartly using the existing placket buttons. We like the suggestion to wear a tie, and also appreciate the versatility of taking it off. Color White. 100% Cotton.""]' data-sheets-userformat=""[null,null,8961,[null,0],null,null,null,null,null,null,null,1,0,null,null,null,8]"">A crisp and clean white button-up with pointed collar. A slim navy cotton tie is attached smartly using the existing placket buttons. We like the suggestion to wear a tie, and also appreciate the versatility of taking it off. Sibel Saral. Color White. 100% Cotton. </span><em style=""line-height: 1.2;""><span data-sheets-value='[null,2,""A button-up shirt with a pointed collar and a single button at the sleeve cuff\u2026. but wait, the center front placket is askew and the hem trails just a little to the right for an unexpected pop of design prowess. Color Navy Check. 100% Cotton.""]' data-sheets-userformat=""[null,null,8961,[null,0],null,null,null,null,null,null,null,1,0,null,null,null,8]"">Ashley is wearing an Extra-Small. </span></em></p>",Sibel Saral,Apparel & Accessories > Clothing > Shirts & Tops,women's button-ups,"blouse, button down, buttons, collar, cotton, F14, Jill's Travel Essentials, long sleeve, Minimalism, navy, shirt, sibel saral, tie, tops, visible, white, woman, women's",true,COLOR,White,SIZE,X-Small,,,19200,0.0,shopify,1000000,deny,manual,100000.00,,true,true,19200,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014-09-30_Ashley_Look_26_8757.jpg?v=1703784693,1,"",false,,,apparel & accessories > clothing > shirts & tops,female,adult,,,true,,,,,,,lb,,,true,,,true,,,active
pau-shirt-in-white,,,,,,,,,White,,Small,,,19201,0.0,shopify,1000000,deny,manual,100000.00,,true,true,19201,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014-09-30_Ashley_Look_26_8756.jpg?v=1703784693,2,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
pau-shirt-in-white,,,,,,,,,White,,Medium,,,19202,0.0,shopify,1000000,deny,manual,100000.00,,true,true,19202,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014-09-30_Ashley_Look_26_8755.jpg?v=1703784693,3,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
pau-shirt-in-white,,,,,,,,,White,,Large,,,19203,0.0,shopify,1000000,deny,manual,100000.00,,true,true,19203,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014-09-30_Ashley_Look_26_8761.jpg?v=1703784693,4,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
pau-shirt-in-white,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014-09-30_Ashley_Look_26_8754.jpg?v=1703784693,5,"",,,,,,,,,,,,,,,,,,,,,,,,,
pau-shirt-in-white,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014-09-30_Ashley_Look_26_8762.jpg?v=1703784693,6,"",,,,,,,,,,,,,,,,,,,,,,,,,
square-cardigan-in-black,Square Cardigan in Black,"<meta charset=""utf-8"">
<style type=""text/css""><!--
&lt;!--
&amp;lt;!--
&amp;amp;lt;!--
&amp;amp;amp;amp;lt;!--
&amp;amp;amp;amp;amp;lt;!--
&amp;amp;amp;amp;amp;amp;lt;!--
&amp;amp;amp;amp;amp;amp;amp;lt;!--
&amp;amp;amp;amp;amp;amp;amp;amp;lt;!--
&amp;amp;amp;amp;amp;amp;amp;amp;amp;lt;!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--&amp;amp;amp;amp;amp;amp;amp;amp;amp;gt;
--&amp;amp;amp;amp;amp;amp;amp;amp;gt;
--&amp;amp;amp;amp;amp;amp;amp;gt;
--&amp;amp;amp;amp;amp;amp;gt;
--&amp;amp;amp;amp;amp;gt;
--&amp;amp;amp;amp;gt;
--&amp;amp;gt;
--&amp;gt;
--&gt;
--></style>
<p><span data-sheets-value='[null,2,""As the name implies it is a square knit cardigan with high side vents creating movement when you move. Understated through and through the long rib knit cuffs can be rolled up and beautiful mother of pearl buttons add a hint of luxury. Fantastic inset pockets at the hip are barely noticeable staying close to the body of the knit. Colors Black, Camel and Navy. 85% Cotton, 15% Cashmere.""]' data-sheets-userformat=""[null,null,8961,[null,0],null,null,null,null,null,null,null,1,0,null,null,null,8]"">As the name implies it is a square knit cardigan with high side vents creating movement when you move. Understated through and through the long rib knit cuffs can be rolled up and beautiful mother of pearl buttons add a hint of luxury. Fantastic inset pockets at the hip are barely noticeable staying close to the body of the knit. Sibel Saral. Color Black. 85% Cotton, 15% Cashmere. </span><em style=""line-height: 1.2;""><span data-sheets-value='[null,2,""As the name implies it is a square knit cardigan with high side vents creating movement when you move. Understated through and through the long rib knit cuffs can be rolled up and beautiful mother of pearl buttons add a hint of luxury. Fantastic inset pockets at the hip are barely noticeable staying close to the body of the knit. Colors Black, Camel and Navy. 85% Cotton, 15% Cashmere.""]' data-sheets-userformat=""[null,null,8961,[null,0],null,null,null,null,null,null,null,1,0,null,null,null,8]"">Ashley is wearing an X-Small.</span></em></p>
<p><em> <span data-sheets-value='[null,2,""As the name implies it is a square knit cardigan with high side vents creating movement when you move. Understated through and through the long rib knit cuffs can be rolled up and beautiful mother of pearl buttons add a hint of luxury. Fantastic inset pockets at the hip are barely noticeable staying close to the body of the knit. Colors Black, Camel and Navy. 85% Cotton, 15% Cashmere.""]' data-sheets-userformat=""[null,null,8961,[null,0],null,null,null,null,null,null,null,1,0,null,null,null,8]"">Also available in <a href=""http://babyandco.us/products/square-cardigan-navy"">Navy</a> and <a href=""http://babyandco.us/products/square-cardigan-in-camel"">Camel</a>. </span> </em></p>",Sibel Saral,,women's knitwear,"black, boxy, button up, buttons, cardigan, F14, gift guide, knit, knitwear, long sleeve, longsleeve, Minimalism, sibel saral, slits, square, sweater, tops, visible, woman, women's",true,COLOR,Black,SIZE,X-Small,,,19229,0.0,shopify,1,deny,manual,478.00,,true,true,19229,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014-09-30_Ashley_Look_13_8555.jpg?v=1703784684,1,"",false,,,apparel & accessories > clothing > shirts & tops > sweaters & cardigans,female,adult,,,true,,,,,,,lb,,,true,,,true,,,active
square-cardigan-in-black,,,,,,,,,Black,,Small,,,19230,0.0,shopify,0,deny,manual,478.00,,true,true,19230,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014-09-30_Ashley_Look_13_8556.jpg?v=1703784684,2,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
square-cardigan-in-black,,,,,,,,,Black,,Medium,,,19231,0.0,shopify,0,deny,manual,478.00,,true,true,19231,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014-09-30_Ashley_Look_13_8560.jpg?v=1703784684,3,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
square-cardigan-in-black,,,,,,,,,Black,,Large,,,19232,0.0,shopify,2,deny,manual,478.00,,true,true,19232,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014-09-30_Ashley_Look_13_8559.jpg?v=1703784684,4,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
square-cardigan-in-black,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014-09-30_Ashley_Look_13_8562.jpg?v=1703784684,5,"",,,,,,,,,,,,,,,,,,,,,,,,,
vintage-sweatshirt-light-grey,Vintage Sweatshirt in Light Grey,"<meta charset=""utf-8""><style type=""text/css""><!--
&lt;!--
&amp;lt;!--
&amp;amp;lt;!--
&amp;amp;amp;lt;!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--&amp;amp;amp;gt;
--&amp;amp;gt;
--&amp;gt;
--&gt;
--></style><p><span data-sheets-value='[null,2,""Memorable messages speak to us through Via Spare\u2019s \u201cnew old\u201d sweatshirts. Color Light Grey. 95% Cotton, 5% Polyester.""]' data-sheets-userformat=""[null,null,8961,[null,0],null,null,null,null,null,null,null,1,0,null,null,null,11]"">Memorable messages speak to us through Via Spare’s “new old” sweatshirts. Color Light Grey. 95% Cotton, 5% Polyester. </span><em>Spencer is wearing a size Large. </em></p>",Via Spare,,men's t-shirts,"cotton, crewneck, F14, gift guide, man, men's, pullover, SALE, SALE30, sweatshirt, via spare, visible",true,COLOR,Light Grey,SIZE,X-Small,,,18981,0.0,shopify,1,deny,manual,138.00,,true,true,18981,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014-09-26_Spencer_Look_01_02.jpg?v=1703784675,1,"",false,,,apparel & accessories > clothing > shirts & tops > sweatshirts,male,adult,,,true,,,,,,,lb,,,true,,,true,,,active
vintage-sweatshirt-light-grey,,,,,,,,,Light Grey,,Small,,,18982,0.0,shopify,1,deny,manual,138.00,,true,true,18982,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014-09-26_Spencer_Look_01_04_e305ff17-964f-4fbd-a49b-3f1fcd217cde.jpg?v=1703784675,2,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
vintage-sweatshirt-light-grey,,,,,,,,,Light Grey,,Medium,,,18983,0.0,shopify,0,deny,manual,138.00,,true,true,18983,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014-09-26_Spencer_Look_01_05.jpg?v=1703784675,3,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
vintage-sweatshirt-light-grey,,,,,,,,,Light Grey,,Large,,,18984,0.0,shopify,1,deny,manual,138.00,,true,true,18984,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014-09-26_Spencer_Look_01_10.jpg?v=1703784675,4,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
vintage-sweatshirt-light-grey,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014-09-26_Spencer_Look_01_11.jpg?v=1703784675,5,"",,,,,,,,,,,,,,,,,,,,,,,,,
silk-vintage-tee-cork,Silk Vintage Tee in Cork,"<meta charset=""utf-8""><p><span>Memorable messages speak to us through Via Spare’s “new-old” tees. A silk and cotton blend gives this tee a worn-in vintage feel. Color Cork. 52% Silk, 48% Cotton. </span><em>Spencer is wearing a size Large. </em></p>",Via Spare,Apparel & Accessories > Clothing > Shirts & Tops,men's t-shirts,"Cork, cotton, F14, Man, Men's, Print, Ringer, SALE, SALE30, shirt, t-shirt, tee, tee shirt, Vintage, visible",true,COLOR,Cork,SIZE,X-Small,,,18976,0.0,shopify,1,deny,manual,88.00,,true,true,18976,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2014-09-26_Spencer_Look_14_01.jpg?v=1703784665,1,"",false,,,apparel & accessories > clothing > shirts & tops,male,adult,,,true,,,,,,,lb,,,true,,,true,,,active
